quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
Quarter2,finishing,,2,0.75,3.9,,,0,0.0,0,0,8.0,0.819270833
Quarter3,sweing,Thursday,2,0.65,30.33,,6840.0,0,0.0,0,1,57.0,0.585315789
,finishing,,2,,5.13,,,0,0.0,0,0,8.0,0.36871875
,sweing,Tuesday,1,,26.66,,,60,0.0,0,0,58.0,0.800566092
,sweing,,11,0.75,42.97,1282.0,10260.0,56,0.0,0,0,57.0,0.750041201
,sweing,Sunday,1,0.75,26.82,1254.0,6960.0,65,0.0,0,0,58.0,0.85007069
Quarter2,finishing,Sunday,6,0.6,2.9,,,0,0.0,0,0,8.0,0.271875
,finishing,,5,0.8,4.6,,7560.0,0,0.0,0,0,18.0,0.921604938
,sweing,Wednesday,8,0.6,30.1,1069.0,,30,0.0,0,1,58.0,0.714410494
Quarter4,sweing,,5,,20.79,1045.0,6960.0,88,0.0,0,0,58.0,0.800534483
Quarter1,finishing ,Monday,6,0.6,2.9,,1200.0,0,0.0,0,0,10.0,0.280333333
Quarter1,sweing,,7,0.8,25.9,,6720.0,38,0.0,0,0,56.0,0.800125
Quarter2,sweing,Saturday,5,0.75,30.1,664.0,,56,0.0,0,0,59.0,0.750392157
Quarter2,finishing ,Wednesday,7,0.8,2.9,,1440.0,0,0.0,0,0,8.0,0.837594697
,sweing,,3,0.8,29.4,1169.0,6840.0,63,0.0,0,0,57.0,0.800333333
,sweing,Thursday,2,0.6,15.28,,1320.0,0,0.0,0,1,46.0,0.600099145
,sweing,,10,0.8,22.52,1088.0,6720.0,88,0.0,0,0,56.0,0.900129762
Quarter2,sweing,,1,,26.16,1189.0,10620.0,75,0.0,0,0,59.0,0.850502311
,finishing ,Wednesday,5,0.7,4.15,,,0,0.0,0,0,8.0,0.758173077
,finishing,Monday,12,0.8,4.08,,,0,0.0,0,0,9.0,0.272
Quarter2,finishing ,,7,,2.9,,1440.0,0,0.0,0,0,8.0,0.648106061
Quarter2,sweing,Thursday,8,,25.9,1026.0,10170.0,60,0.0,0,0,56.5,0.850136766
,sweing,Wednesday,10,,21.82,,6240.0,0,0.0,0,2,52.0,0.700058333
Quarter4,finishing ,Thursday,4,0.75,4.3,,9000.0,0,0.0,0,0,15.0,0.670216049
Quarter4,sweing,Saturday,6,0.75,18.79,,3960.0,45,0.0,0,0,33.0,0.75065101
Quarter3,finishing ,Sunday,6,0.8,2.9,,1800.0,0,0.0,0,0,10.0,0.804848485
Quarter3,sweing,,10,0.65,22.52,1163.0,9720.0,35,0.0,0,0,54.0,0.650198653
Quarter2,sweing,Tuesday,5,,26.82,1001.0,7080.0,26,0.0,0,1,59.0,0.650044068
,sweing,,7,0.8,48.84,,,50,0.0,0,0,56.5,0.800128721
Quarter3,finishing,Thursday,5,0.75,5.13,,,0,0.0,0,0,8.0,0.631354167
,finishing ,Saturday,5,,4.15,,,0,0.0,0,0,15.0,0.98719697
,sweing,,2,0.8,22.52,1512.0,,88,0.0,0,0,57.0,0.899984058
Quarter1,sweing,,10,0.75,19.31,,,45,0.0,0,0,54.0,0.712205247
Quarter1,sweing,,6,0.8,11.41,986.0,5490.0,50,0.0,0,0,30.5,0.800343766
Quarter4,finishing,,8,0.75,4.6,,3360.0,0,0.0,0,0,8.0,0.376597222
Quarter2,finishing ,,2,0.8,3.94,,1440.0,0,0.0,0,0,8.0,0.805909091
,finishing,,9,0.75,2.9,,960.0,0,0.0,0,0,8.0,0.4078125
Quarter1,sweing,,5,0.7,30.1,557.0,6960.0,0,0.0,0,0,58.0,0.562212644
Quarter1,sweing,,9,0.8,26.16,1305.0,,75,0.0,0,0,59.0,0.850502311
Quarter1,sweing,,8,,24.26,1435.0,,0,0.0,0,0,55.0,0.260978788
Quarter2,sweing,,9,0.8,26.16,1093.0,10620.0,75,0.0,0,0,59.0,0.850502311
Quarter3,sweing,Tuesday,11,0.7,14.89,,,50,0.0,0,0,57.0,0.700170388
,sweing,Thursday,12,0.8,11.61,548.0,15120.0,63,0.0,0,0,31.5,0.800107143
Quarter1,finishing,Saturday,4,0.8,4.3,,960.0,0,0.0,0,0,8.0,0.447916667
Quarter3,sweing,,4,,30.1,864.0,,50,0.0,0,1,58.0,0.800980392
Quarter4,sweing,,3,0.7,30.1,,8160.0,33,0.0,0,2,58.0,0.626577778
Quarter3,finishing,Sunday,5,0.75,4.15,,,0,0.0,0,0,2.0,0.760833333
Quarter2,finishing,Saturday,7,0.7,4.15,,1800.0,0,0.0,0,0,15.0,0.929277778
,sweing,Wednesday,7,,23.54,958.0,,0,0.0,0,0,55.0,0.285333333
Quarter4,sweing,Saturday,8,,29.4,792.0,4560.0,56,0.0,0,2,58.0,0.750425926
,finishing ,Thursday,4,0.35,4.3,,3600.0,0,0.0,0,0,20.0,0.988636364
Quarter1,sweing,,12,0.8,15.26,983.0,,50,0.0,0,0,34.0,0.800401961
Quarter2,sweing,Saturday,9,,26.16,1122.0,,75,0.0,0,0,59.0,0.851174114
,finishing ,Saturday,2,,3.94,,1200.0,0,0.0,0,0,10.0,0.971866667
,finishing ,,3,0.75,3.94,,,0,0.0,0,0,12.0,0.861875
Quarter3,sweing,Tuesday,6,0.75,18.79,,,0,0.0,0,0,33.0,0.750621354
Quarter1,sweing,Sunday,6,0.75,18.79,1193.0,,45,0.0,0,0,33.0,0.75065101
,sweing,Monday,12,0.8,11.61,,7200.0,50,0.0,0,0,32.0,0.800246011
Quarter1,sweing,,2,0.5,15.28,261.0,5520.0,0,0.0,0,1,46.0,0.404144928
Quarter1,sweing,Tuesday,2,0.4,15.28,157.0,5400.0,0,6.5,30,1,45.0,0.30277037
,sweing,Tuesday,4,,26.66,,6960.0,50,0.0,0,0,58.0,0.750770115
Quarter2,sweing,Monday,4,0.75,26.82,,7020.0,65,0.0,0,0,58.0,0.850446154
Quarter2,finishing,Thursday,2,0.8,3.94,,2160.0,0,0.0,0,0,18.0,0.601944444
Quarter1,finishing,Wednesday,2,0.8,3.94,,,0,0.0,0,0,18.0,0.966759259
Quarter2,sweing,,7,0.8,25.9,1126.0,10170.0,60,0.0,0,0,56.5,0.850136766
,sweing,Monday,1,0.75,26.82,1322.0,7140.0,65,0.0,0,0,59.0,0.850426891
,finishing,,9,,3.94,,960.0,0,0.0,0,0,8.0,0.549791667
Quarter1,finishing,,12,0.8,4.6,,1080.0,0,0.0,0,0,9.0,0.868888889
Quarter3,sweing,Monday,8,0.7,30.1,7.0,,27,2.0,10,2,59.0,0.621971751
Quarter4,finishing,Wednesday,9,0.7,2.9,,,0,0.0,0,0,8.0,0.410833333
Quarter2,sweing,Monday,7,0.5,30.48,,6600.0,0,0.0,0,1,55.0,0.500610909
Quarter2,sweing,Wednesday,2,0.75,16.1,971.0,5400.0,45,0.0,0,1,45.0,0.750140741
Quarter2,finishing ,Saturday,7,0.8,2.9,,,0,0.0,0,0,8.0,0.670075758
Quarter1,sweing,,1,,26.66,,6840.0,65,0.0,0,0,57.0,0.800579532
Quarter2,sweing,Tuesday,8,,30.1,1061.0,6960.0,30,0.0,0,1,58.0,0.393548851
,sweing,Wednesday,2,0.8,51.02,,4260.0,27,0.0,0,0,57.0,0.311207464
Quarter4,sweing,Sunday,8,0.5,15.09,1557.0,720.0,23,0.0,0,0,52.0,0.500061916
Quarter1,finishing ,Tuesday,2,0.8,3.94,,1440.0,0,0.0,0,0,8.0,0.805909091
Quarter2,sweing,Monday,8,0.65,30.48,953.0,6720.0,26,0.0,0,1,56.0,0.650421429
Quarter2,finishing,Thursday,12,0.8,4.08,,,0,0.0,0,0,9.0,0.838666667
,sweing,Thursday,10,0.6,22.52,,10170.0,23,0.0,0,0,56.5,0.600291767
Quarter1,sweing,Wednesday,7,0.8,25.9,,,50,0.0,0,0,56.5,0.800128721
Quarter2,sweing,Monday,8,0.35,30.1,901.0,,0,0.0,0,1,58.0,0.350301724
,sweing,,9,,18.79,1688.0,5280.0,0,0.0,0,1,54.0,0.283054487
Quarter2,finishing,,8,0.6,3.9,,960.0,0,0.0,0,0,8.0,0.4509375
Quarter3,sweing,,12,,11.61,,,50,0.0,0,0,31.5,0.80003139
Quarter1,sweing,,8,0.8,25.9,,10170.0,60,0.0,0,0,56.5,0.850136766
Quarter4,sweing,Thursday,9,,29.12,970.0,10440.0,30,0.0,0,0,58.0,0.500547544
,sweing,,12,0.8,15.26,970.0,4080.0,63,0.0,0,0,34.0,0.800401961
Quarter1,finishing ,,8,,2.9,,960.0,0,0.0,0,0,8.0,0.682708333
,sweing,Wednesday,6,0.75,18.79,759.0,3960.0,34,0.0,0,0,33.0,0.75065101
Quarter3,finishing ,Thursday,1,0.8,3.94,,,0,0.0,0,0,8.0,0.884261364
Quarter1,sweing,Tuesday,6,0.8,11.61,910.0,4470.0,38,0.0,0,0,31.5,0.80007657
Quarter2,finishing ,Monday,4,0.35,4.3,,,0,0.0,0,0,18.0,0.942213805
Quarter3,finishing,,11,,2.9,,1200.0,0,0.0,0,0,10.0,0.715333333
Quarter2,sweing,Wednesday,9,,18.79,,,45,0.0,0,0,52.0,0.750347333
Quarter4,sweing,,6,0.8,11.61,,,63,0.0,0,0,32.0,0.800386364
Quarter4,finishing ,Tuesday,4,0.8,4.3,,,0,0.0,0,0,12.0,0.940625
,sweing,Monday,6,0.8,11.61,,5760.0,50,0.0,0,0,32.0,0.800386364
Quarter1,sweing,,4,,28.08,925.0,10350.0,50,0.0,0,0,57.5,0.800594466
Quarter3,sweing,,3,,22.52,1139.0,10260.0,63,0.0,0,0,57.0,0.750068049
Quarter1,sweing,Sunday,3,0.75,29.4,,,45,0.0,0,0,57.0,0.750473684
Quarter1,sweing,Monday,3,0.8,29.4,1231.0,,50,0.0,0,0,57.0,0.800149813
Quarter2,finishing,Tuesday,4,0.75,3.94,,960.0,0,0.0,0,0,8.0,0.881575
,finishing ,Saturday,10,0.8,3.94,,1440.0,0,0.0,0,0,8.0,0.974621212
Quarter3,finishing,Wednesday,3,0.5,5.13,,960.0,0,0.0,0,0,8.0,0.2565
,sweing,Sunday,7,0.8,25.9,1012.0,10170.0,45,0.0,0,0,56.5,0.850136766
Quarter1,sweing,,5,0.6,27.48,549.0,6720.0,38,0.0,0,0,56.0,0.707446429
Quarter3,finishing,Wednesday,12,,5.13,,1200.0,0,0.0,0,0,10.0,0.9918
Quarter4,sweing,,10,0.7,21.82,1448.0,,40,0.0,0,1,51.0,0.700236601
Quarter4,finishing,Sunday,12,,5.13,,,0,0.0,0,0,10.0,0.78375
Quarter4,finishing,Saturday,2,0.7,3.9,,,0,0.0,0,0,8.0,0.5565625
,finishing,,11,0.6,2.9,,2880.0,0,0.0,0,0,12.0,0.805555556
Quarter1,sweing,Saturday,10,0.75,19.31,610.0,6480.0,56,0.0,0,0,54.0,0.787299691
,sweing,Monday,7,0.8,48.84,1040.0,10260.0,30,0.0,0,0,57.0,0.576460393
,finishing,Sunday,1,0.8,3.94,,,0,0.0,0,0,12.0,0.727349537
Quarter2,finishing,,9,,3.94,,960.0,0,0.0,0,0,8.0,0.54175
Quarter1,sweing,,3,,22.52,1124.0,6840.0,100,0.0,0,0,57.0,0.950185965
Quarter1,finishing,Monday,3,0.8,4.6,,10080.0,0,0.0,0,0,24.0,0.86037037
Quarter2,sweing,Tuesday,2,,28.08,,10530.0,50,0.0,0,0,58.5,0.8
Quarter1,finishing,Thursday,4,0.7,3.94,,960.0,0,0.0,0,0,8.0,0.812625
,finishing ,Monday,10,,2.9,,960.0,0,0.0,0,0,8.0,0.763375
Quarter3,sweing,Monday,3,,30.1,1263.0,600.0,63,0.0,0,1,58.0,0.802243319
Quarter3,finishing ,,10,0.7,3.94,,,0,0.0,0,0,8.0,0.538399621
Quarter1,finishing ,Monday,8,0.65,4.15,,960.0,0,0.0,0,0,8.0,0.561979167
Quarter2,finishing ,Tuesday,7,0.8,2.9,,,0,0.0,0,0,8.0,0.670075758
,finishing,,3,,5.13,,1800.0,0,0.0,0,0,15.0,0.7866
Quarter3,sweing,,3,0.7,22.52,,8460.0,50,0.0,0,0,57.0,0.750037968
,sweing,Monday,1,,22.52,1506.0,,70,0.0,0,0,57.0,0.900509044
Quarter3,finishing ,Saturday,9,,3.94,,,0,0.0,0,0,10.0,0.82680303
Quarter2,sweing,Saturday,8,,30.1,824.0,5160.0,0,0.0,0,1,60.0,0.700206125
,sweing,Wednesday,10,0.7,19.68,1119.0,5640.0,0,8.0,35,1,47.0,0.303574468
,sweing,,8,0.7,30.48,,6840.0,30,0.0,0,1,57.0,0.700505263
,finishing ,Thursday,8,0.65,4.15,,,0,0.0,0,0,8.0,0.877552083
Quarter1,finishing,Monday,8,0.75,4.6,,3360.0,0,0.0,0,0,8.0,0.773333333
,sweing,,4,,26.66,692.0,6840.0,23,0.0,0,0,57.0,0.600239766
Quarter1,sweing,Monday,12,0.8,15.26,,4080.0,63,0.0,0,0,34.0,0.800401961
Quarter3,finishing,Thursday,12,0.8,5.13,,2160.0,0,0.0,0,0,9.0,0.609583333
Quarter4,sweing,Saturday,1,,26.66,1448.0,6840.0,30,0.0,0,2,57.0,0.550349708
Quarter1,sweing,Tuesday,2,0.8,28.08,716.0,,50,0.0,0,0,57.5,0.800594466
,finishing ,Sunday,3,0.75,4.15,,1560.0,0,0.0,0,0,8.0,0.991388889
Quarter1,sweing,Thursday,3,0.8,29.4,797.0,1800.0,63,0.0,0,0,57.0,0.800534979
,finishing,,2,0.8,5.13,,4800.0,0,0.0,0,0,20.0,0.8300625
,finishing,Saturday,5,0.8,4.6,,7560.0,0,0.0,0,0,18.0,0.921604938
Quarter1,finishing ,Tuesday,9,0.8,3.94,,,0,0.0,0,0,8.0,0.858143939
Quarter2,finishing,Sunday,1,,3.94,,960.0,0,0.0,0,0,8.0,0.890604167
,sweing,Sunday,9,0.8,26.16,1278.0,,60,0.0,0,0,59.0,0.850569492
Quarter4,sweing,Thursday,12,0.6,15.26,1492.0,,23,0.0,0,0,34.0,0.600436426
Quarter4,sweing,Tuesday,1,,22.53,708.0,5040.0,0,0.0,0,1,42.0,0.268214286
Quarter2,sweing,,8,,24.26,154.0,6840.0,0,0.0,0,0,57.0,0.353259649
,finishing ,,7,0.8,2.9,,,0,0.0,0,0,8.0,0.667604167
Quarter2,finishing,,5,,3.94,,1440.0,0,0.0,0,0,12.0,0.909391667
Quarter4,sweing,,7,0.6,22.52,1859.0,,23,0.0,0,0,57.0,0.60041361
Quarter1,sweing,Tuesday,8,,29.4,534.0,6840.0,56,0.0,0,0,57.0,0.750473684
Quarter2,finishing,Sunday,12,,4.08,,1080.0,0,0.0,0,0,9.0,0.891555556
,sweing,Tuesday,7,,30.48,1017.0,6840.0,25,0.0,0,1,57.0,0.630402924
Quarter1,sweing,Monday,7,0.8,25.9,1255.0,6780.0,50,0.0,0,0,56.5,0.800684366
Quarter2,finishing,,1,,3.94,,1440.0,0,0.0,0,0,12.0,0.664875
Quarter1,sweing,Wednesday,8,0.8,29.4,,6840.0,0,0.0,0,0,57.0,0.433263158
Quarter2,sweing,Sunday,12,,11.61,896.0,,50,0.0,0,0,31.5,0.800246753
Quarter1,sweing,,10,0.7,21.82,,3600.0,30,0.0,0,0,51.0,0.70013604
,sweing,Saturday,4,,30.1,481.0,,0,0.0,0,1,59.0,0.750392157
Quarter2,sweing,Thursday,7,,30.1,909.0,7080.0,0,0.0,0,1,59.0,0.535677966
,sweing,Sunday,11,,10.05,629.0,3240.0,45,0.0,0,0,27.0,0.750027778
Quarter1,finishing ,Monday,3,0.75,4.15,,,0,0.0,0,0,8.0,0.875390625
,sweing,,6,,11.61,,7200.0,50,0.0,0,0,32.0,0.800246011
Quarter5,sweing,Thursday,11,,20.1,,,46,0.0,0,0,51.0,0.60059761
Quarter2,sweing,Tuesday,9,0.75,18.79,,,45,0.0,0,0,52.0,0.750395513
,sweing,,6,,18.79,,,0,0.0,0,0,34.0,0.557252451
Quarter4,finishing ,Wednesday,2,,3.94,,1800.0,0,0.0,0,0,15.0,0.902222222
,sweing,Thursday,2,0.8,28.08,783.0,,63,0.0,0,0,58.5,0.800497246
Quarter1,finishing ,,12,0.75,4.08,,1080.0,0,0.0,0,0,9.0,0.702666667
Quarter4,finishing,Tuesday,10,,2.9,,,0,0.0,0,0,15.0,0.902222222
,sweing,Monday,9,0.8,26.16,,,75,0.0,0,0,59.0,0.850569492
Quarter2,finishing ,,2,,3.94,,1260.0,0,0.0,0,0,8.0,0.247316017
Quarter1,sweing,Monday,7,0.7,24.26,,,0,0.0,0,0,56.0,0.295307738
Quarter5,sweing,Thursday,3,0.8,22.52,1287.0,6840.0,100,0.0,0,0,57.0,0.950185965
Quarter1,finishing,Wednesday,7,0.8,4.6,,8400.0,0,0.0,0,0,20.0,0.684888889
,finishing ,Saturday,1,0.8,3.94,,2160.0,0,0.0,0,0,8.0,0.985
,sweing,Tuesday,10,0.8,22.52,1268.0,,88,0.0,0,0,56.0,0.90063244
Quarter2,finishing,Wednesday,7,,3.9,,960.0,0,0.0,0,0,8.0,0.625625
,sweing,,12,0.8,11.61,1063.0,,50,0.0,0,0,31.5,0.800246753
,finishing ,,3,0.8,4.15,,,0,0.0,0,0,9.0,0.901262626
Quarter2,sweing,Wednesday,7,0.6,30.1,,,23,0.0,0,1,58.0,0.600070513
Quarter3,sweing,,2,0.65,22.94,,10170.0,26,0.0,0,0,56.5,0.650243497
Quarter1,finishing,,9,,2.9,,1200.0,0,0.0,0,0,10.0,0.8004
Quarter4,sweing,Monday,3,,22.52,1584.0,10260.0,69,0.0,0,0,57.0,0.80035194
,sweing,,5,,30.1,450.0,5700.0,0,4.5,25,0,60.0,0.307501459
Quarter2,sweing,,12,0.8,15.26,,4080.0,63,0.0,0,0,34.0,0.800401961
,sweing,Tuesday,9,,26.16,1156.0,10620.0,75,0.0,0,0,59.0,0.850502311
,finishing ,,8,0.8,2.9,,1440.0,0,0.0,0,0,8.0,0.675568182
Quarter2,finishing,Tuesday,7,,3.9,,960.0,0,0.0,0,0,8.0,0.560625
,finishing ,,7,0.7,3.94,,,0,0.0,0,0,18.0,0.892194444
Quarter4,finishing ,Saturday,8,0.8,2.9,,,0,0.0,0,0,9.0,0.910521886
,finishing ,Sunday,3,0.75,3.94,,1620.0,0,0.0,0,0,9.0,0.961784512
Quarter2,sweing,Wednesday,4,,30.1,667.0,5940.0,40,0.0,0,1,59.5,0.700588406
Quarter1,sweing,,6,0.75,18.79,52.0,,0,0.0,0,0,33.0,0.332146465
Quarter1,sweing,,3,0.8,19.87,,9900.0,50,0.0,0,0,55.0,0.800273829
Quarter4,finishing,Tuesday,8,,4.6,,960.0,0,0.0,0,0,8.0,0.791458333
Quarter2,sweing,Sunday,4,0.65,30.1,,6780.0,44,0.0,0,1,56.5,0.568259587
Quarter2,finishing ,,2,0.8,3.94,,1440.0,0,0.0,0,0,8.0,0.817102273
,finishing,Sunday,4,0.6,3.94,,,0,0.0,0,0,8.0,0.673083333
,sweing,Saturday,1,0.7,22.94,1472.0,10260.0,75,0.0,0,0,57.0,0.800643806
Quarter4,sweing,Wednesday,1,0.75,22.94,1868.0,,81,0.0,0,0,58.0,0.850362069
Quarter4,sweing,Saturday,6,0.8,11.61,1009.0,,63,0.0,0,0,32.0,0.800537143
Quarter5,finishing ,Saturday,4,0.8,3.94,,1200.0,0,0.0,0,0,10.0,0.971866667
,sweing,Thursday,8,0.65,30.1,1193.0,7080.0,0,0.0,0,1,59.0,0.463403955
Quarter2,finishing ,Thursday,5,0.7,4.15,,,0,0.0,0,0,8.0,0.821354167
Quarter4,finishing,Saturday,3,0.8,4.6,,6300.0,0,0.0,0,0,15.0,0.921703704
,sweing,Saturday,7,0.8,25.9,,10170.0,50,0.0,0,0,56.5,0.800128721
Quarter3,sweing,Thursday,11,0.5,14.89,917.0,,30,0.0,0,0,55.0,0.500025069
Quarter1,sweing,,9,0.75,18.79,1228.0,6240.0,45,0.0,0,0,52.0,0.750395513
Quarter3,finishing ,Thursday,8,,2.9,,,0,0.0,0,0,8.0,0.606912879
Quarter4,finishing,,1,0.5,3.94,,3360.0,0,0.0,0,0,8.0,0.768847222
Quarter2,finishing,Sunday,7,0.7,4.15,,,0,0.0,0,0,12.0,0.928680556
Quarter3,finishing,Wednesday,4,,5.13,,,0,0.0,0,0,8.0,0.734645833
Quarter1,sweing,Saturday,2,0.65,16.1,626.0,4200.0,0,0.0,0,1,45.0,0.65024031
,finishing ,,8,0.8,2.9,,1440.0,0,0.0,0,0,8.0,0.725
Quarter3,sweing,Tuesday,2,0.7,22.94,,,50,0.0,0,0,57.0,0.750031898
Quarter4,finishing ,Tuesday,12,0.7,4.15,,1080.0,0,0.0,0,0,9.0,0.823555556
Quarter4,sweing,Sunday,12,,15.26,1103.0,4080.0,63,0.0,0,0,34.0,0.800401961
Quarter3,finishing ,Thursday,9,,3.94,,1440.0,0,0.0,0,0,8.0,0.858143939
Quarter2,sweing,,6,,11.41,,14640.0,50,0.0,0,0,30.5,0.800024932
,finishing,Saturday,8,,4.15,,960.0,0,0.0,0,0,8.0,0.725625
Quarter1,sweing,,11,,11.61,1005.0,7080.0,50,0.0,0,0,29.5,0.800237288
,finishing,Wednesday,6,0.7,2.9,,960.0,0,0.0,0,0,8.0,0.531666667
Quarter2,finishing,Thursday,8,,4.15,,1440.0,0,0.0,0,0,12.0,0.755486111
Quarter2,finishing ,Wednesday,3,0.8,4.15,,1440.0,0,0.0,0,0,7.0,0.820833333
,sweing,Thursday,12,0.8,15.26,1126.0,,38,0.0,0,0,34.0,0.800711494
Quarter5,sweing,Thursday,7,0.65,23.54,830.0,6600.0,0,0.0,0,0,55.0,0.48792
Quarter4,finishing ,,1,0.75,3.94,,1200.0,0,0.0,0,0,10.0,0.77815
Quarter4,sweing,Saturday,7,0.65,22.52,,10170.0,26,0.0,0,0,56.5,0.650416734
,sweing,,2,0.7,30.33,746.0,6840.0,0,0.0,0,1,57.0,0.700605263
,sweing,,5,0.7,42.41,724.0,10260.0,0,0.0,0,0,57.0,0.233705476
,sweing,Wednesday,5,0.75,30.1,,7380.0,56,0.0,0,0,59.5,0.750406233
Quarter1,finishing ,Sunday,2,0.8,3.94,,1200.0,0,0.0,0,0,10.0,0.912766667
Quarter2,sweing,,12,0.8,15.26,900.0,4080.0,50,0.0,0,0,34.0,0.800401961
,finishing ,,11,0.5,2.9,,,0,0.0,0,0,8.0,0.259375
,sweing,Sunday,5,0.7,20.4,1217.0,,50,0.0,0,0,58.0,0.700250784
Quarter2,finishing,,1,0.8,3.94,,1440.0,0,0.0,0,0,12.0,0.796208333
Quarter2,sweing,Sunday,8,0.8,25.9,1209.0,10170.0,60,0.0,0,0,56.5,0.850136766
Quarter2,sweing,Tuesday,4,0.75,26.82,1104.0,5880.0,65,0.0,0,0,59.0,0.850084211
Quarter2,sweing,,2,0.8,28.08,805.0,10530.0,63,0.0,0,0,58.5,0.8
Quarter2,sweing,Tuesday,9,0.8,29.12,,,38,0.0,0,0,58.0,0.8008
Quarter2,sweing,Monday,3,0.8,22.52,1271.0,5400.0,50,0.0,0,0,57.0,0.800161172
Quarter2,sweing,Monday,10,0.8,50.48,381.0,6930.0,45,0.0,0,0,58.5,0.688557555
,finishing,Wednesday,6,0.75,2.9,,960.0,0,0.0,0,0,8.0,0.410833333
Quarter2,sweing,,8,0.8,25.9,1211.0,10260.0,60,0.0,0,0,57.0,0.850252525
Quarter2,finishing ,,1,0.8,3.94,,1440.0,0,0.0,0,0,2.0,0.951420455
Quarter1,sweing,,12,,15.26,1276.0,1440.0,45,0.0,0,0,35.0,0.750450658
Quarter2,finishing ,Wednesday,11,,4.15,,1980.0,0,0.0,0,0,7.0,0.934607438
Quarter1,sweing,Wednesday,12,0.8,15.26,961.0,4080.0,50,0.0,0,0,34.0,0.800401961
Quarter4,sweing,Saturday,4,,22.52,727.0,,94,0.0,0,0,57.0,0.900321106
Quarter2,finishing,Monday,12,0.8,4.6,,0.0,1080,0.0,0,0,9.0,0.902962963
,sweing,Wednesday,2,0.7,22.94,,10500.0,60,0.0,0,0,57.0,0.800415742
,finishing ,,11,0.75,4.15,,1800.0,0,0.0,0,0,10.0,0.896022727
Quarter3,sweing,Wednesday,1,,22.52,,3960.0,63,0.0,0,0,57.0,0.800279693
Quarter1,finishing,Thursday,1,,3.94,,960.0,0,0.0,0,0,8.0,0.812625
Quarter1,finishing ,,2,0.8,3.94,,960.0,0,0.0,0,0,8.0,0.804416667
Quarter5,sweing,Saturday,7,0.7,23.54,,6720.0,0,0.0,0,0,56.0,0.388830357
,sweing,Sunday,2,0.75,22.94,,10530.0,81,0.0,0,0,58.5,0.850223776
Quarter1,sweing,,8,0.8,26.16,1261.0,7080.0,50,0.0,0,0,59.0,0.800318644
Quarter1,sweing,Tuesday,10,,21.82,1313.0,5040.0,30,0.0,0,0,51.0,0.699984417
Quarter1,sweing,Saturday,1,0.8,28.08,,6300.0,50,0.0,0,0,56.5,0.800725314
Quarter4,finishing,Thursday,1,,3.94,,3360.0,0,0.0,0,0,8.0,0.768847222
Quarter4,finishing ,Thursday,10,0.75,3.94,,8400.0,0,0.0,0,0,14.0,0.940701058
Quarter1,sweing,Monday,5,0.65,27.48,,,34,0.0,0,0,56.0,0.700903571
Quarter3,sweing,,9,0.8,26.16,,,63,0.0,0,0,59.0,0.800117103
Quarter1,sweing,,12,0.8,15.26,,3600.0,63,0.0,0,0,35.0,0.800401961
,finishing,Sunday,2,,3.94,,,0,0.0,0,0,18.0,0.875555556
Quarter3,sweing,Monday,4,,30.1,912.0,,0,0.0,0,1,58.0,0.750356125
Quarter1,sweing,Monday,2,0.8,28.08,,,50,0.0,0,0,57.5,0.800076522
Quarter3,sweing,,1,0.8,48.68,171.0,10620.0,63,0.0,0,0,59.0,0.800117103
Quarter1,sweing,Thursday,5,0.8,11.41,668.0,3660.0,50,0.0,0,0,30.5,0.707045902
Quarter3,sweing,Monday,3,,22.52,1095.0,,50,0.0,0,0,56.5,0.750062751
Quarter4,sweing,Tuesday,10,0.8,22.52,,6720.0,70,0.0,0,0,56.0,0.900129762
Quarter1,finishing ,Tuesday,9,,3.94,,,0,0.0,0,0,11.0,0.919954545
Quarter1,sweing,Tuesday,4,0.8,22.52,340.0,,63,0.0,0,0,56.5,0.800434622
Quarter1,sweing,,11,0.8,11.41,601.0,0.0,50,0.0,0,0,56.0,0.800701754
Quarter1,finishing,Thursday,7,0.7,3.94,,1200.0,0,0.0,0,0,10.0,0.8471
Quarter2,sweing,Monday,5,0.65,20.79,1141.0,8460.0,0,0.0,0,0,59.0,0.650040783
Quarter2,finishing,Monday,8,0.35,4.15,,1800.0,0,0.0,0,0,15.0,0.707111111
Quarter2,sweing,Wednesday,11,0.8,11.41,,3420.0,50,0.0,0,0,58.0,0.800034503
Quarter4,sweing,Sunday,9,0.7,18.79,1717.0,3240.0,30,0.0,0,1,57.0,0.627011183
Quarter1,finishing,Tuesday,1,,3.94,,,0,0.0,0,0,8.0,0.555430556
,sweing,Sunday,7,0.8,25.9,1227.0,7020.0,60,0.0,0,0,56.5,0.850436438
Quarter2,finishing,Tuesday,4,,4.15,,1800.0,0,0.0,0,0,15.0,0.796755556
Quarter2,sweing,Monday,5,0.6,26.82,,,23,0.0,0,1,59.0,0.600040678
,finishing,Sunday,7,0.8,4.6,,3360.0,0,0.0,0,0,8.0,0.350416667
Quarter4,finishing ,Monday,7,0.65,3.94,,1440.0,0,0.0,0,0,8.0,0.646306818
Quarter2,sweing,Wednesday,6,,18.79,656.0,,38,0.0,0,0,34.0,0.800947475
Quarter1,sweing,Thursday,11,0.75,10.05,668.0,2520.0,34,0.0,0,0,26.0,0.7504
Quarter2,sweing,Thursday,4,,28.08,942.0,,75,0.0,0,0,58.5,0.850181818
